Customer ID,Age,Gender,Loyalty Member,Product Type,SKU,Rating,Payment Method,Total Price,Unit Price,Quantity,Purchase Date,Shipping Type,Add-ons Purchased,Add-on Total,Order Status
4829,38,Male,No,Laptop,SKU1005,3,Paypal,463.96,463.96,1,01-04-2024,Express,Extended Warranty,28.98,Completed
4829,38,Male,No,Tablet,SKU1002,3,Credit Card,741.09,247.03,3,05-03-2024,Overnight,,0,Cancelled
4830,70,Male,No,Smartwatch,SKU1003,3,Debit Card,5068.98,844.83,6,14-11-2023,Standard,"Accessory,Extended Warranty,Accessory",96.86,Cancelled
4832,31,Female,No,Smartphone,SKU1004,2,Paypal,3164.76,791.19,4,29-01-2024,Overnight,"Impulse Item,Impulse Item",45.46,Completed
4832,31,Female,No,Smartwatch,SKU1003,3,Paypal,7603.47,844.83,9,14-06-2024,Overnight,Impulse Item,26.87,Completed
4833,47,Female,Yes,Smartwatch,SKU1003,3,Credit Card,844.83,844.83,1,10-08-2023,Standard,"Extended Warranty,Extended Warranty",66.74,Cancelled
4834,62,Male,No,Smartphone,SKU1004,2,Cash,3955.95,791.19,5,26-03-2024,Standard,"Impulse Item,Accessory",84.84,Completed
4835,50,Male,No,Smartphone,SKU1004,2,Debit Card,2373.57,791.19,3,08-12-2024,Standard,,0,Completed
4837,49,Female,No,Smartphone,SKU1004,2,Credit Card,2373.57,791.19,3,31-08-2024,Express,"Accessory,Extended Warranty,Impulse Item",53.62,Completed
4838,61,Male,No,Tablet,SKU1002,3,Debit Card,1976.24,247.03,8,11-05-2023,Standard,"Extended Warranty,Impulse Item",21.74,Cancelled
4838,61,Male,No,Smartwatch,SKU1003,3,Credit Card,2534.49,844.83,3,27-02-2024,Express,,0,Completed
4840,41,Male,No,Smartphone,SKU1004,2,Paypal,4747.14,791.19,6,15-12-2023,Standard,,0,Completed
4840,41,Male,No,Smartphone,SKU1001,5,Cash,186.75,20.75,9,24-01-2024,Express,,0,Completed
4840,41,Male,No,Tablet,SKU1002,3,Credit Card,741.09,247.03,3,26-01-2024,Express,"Accessory,Impulse Item,Impulse Item",82.58,Cancelled
4840,41,Male,No,Smartphone,SKU1001,5,Paypal,207.5,20.75,10,05-11-2024,Express,Impulse Item,16.37,Completed
4840,41,Male,Yes,Smartwatch,SKU1003,3,Cash,7603.47,844.83,9,15-05-2024,Standard,Extended Warranty,19.41,Completed
4841,53,Male,No,Smartphone,SKU1004,2,Credit Card,7120.71,791.19,9,18-04-2024,Overnight,Extended Warranty,13.61,Cancelled
4841,53,Male,No,Laptop,SKU1005,3,Debit Card,1391.88,463.96,3,30-07-2024,Standard,"Accessory,Extended Warranty,Accessory",34.41,Completed
4841,53,Male,No,Tablet,SKU1002,3,Paypal,1482.18,247.03,6,09-08-2024,Overnight,"Impulse Item,Accessory",36.63,Completed
4841,53,Male,Yes,Smartwatch,SKU1003,3,Paypal,5068.98,844.83,6,19-09-2024,Standard,"Extended Warranty,Accessory",68.87,Completed
4842,42,Female,No,Tablet,SKU1002,3,Cash,1482.18,247.03,6,22-12-2023,Standard,"Extended Warranty,Impulse Item",50.8,Cancelled
4842,42,Female,No,Laptop,SKU1005,3,Debit Card,1855.84,463.96,4,05-08-2024,Overnight,"Extended Warranty,Extended Warranty,Extended Warranty",110.61,Completed
4843,80,Female,No,Smartphone,SKU1001,5,Cash,124.5,20.75,6,17-07-2024,Express,,0,Completed
4844,58,Male,Yes,Smartwatch,SKU1003,3,Credit Card,2534.49,844.83,3,06-07-2024,Overnight,"Accessory,Impulse Item,Accessory",99.21,Completed
4844,58,Male,Yes,Smartphone,SKU1004,2,Debit Card,7120.71,791.19,9,15-07-2024,Overnight,"Impulse Item,Impulse Item",87.19,Completed
4845,56,Male,Yes,Laptop,SKU1005,3,Paypal,2319.8,463.96,5,10-06-2023,Express,"Accessory,Accessory",28.4,Cancelled
4846,80,Male,Yes,Smartphone,SKU1001,5,Cash,83,20.75,4,15-07-2024,Standard,"Accessory,Impulse Item,Extended Warranty",74.12,Completed
4850,34,Male,No,Smartwatch,SKU1003,3,Cash,7603.47,844.83,9,28-09-2023,Overnight,,0,Completed
4851,54,Male,Yes,Laptop,SKU1005,3,Debit Card,3247.72,463.96,7,30-11-2023,Standard,"Extended Warranty,Impulse Item,Extended Warranty",36.46,Completed
4851,54,Male,No,Smartphone,SKU1001,5,Cash,83,20.75,4,15-02-2024,Standard,,0,Cancelled
4852,44,Male,No,Smartphone,SKU1004,2,Debit Card,2373.57,791.19,3,13-10-2023,Express,,0,Completed
4854,24,Male,Yes,Smartphone,SKU1004,2,Paypal,791.19,791.19,1,10-03-2023,Overnight,"Accessory,Impulse Item,Accessory",63.4,Completed
4854,24,Male,Yes,Laptop,SKU1005,3,Debit Card,463.96,463.96,1,25-10-2023,Express,"Impulse Item,Impulse Item,Extended Warranty",54.95,Cancelled
4854,24,Male,No,Smartwatch,SKU1003,3,Credit Card,844.83,844.83,1,03-11-2024,Overnight,,0,Completed
4856,43,Male,Yes,Smartphone,SKU1004,2,Cash,791.19,791.19,1,15-10-2023,Express,"Impulse Item,Impulse Item",61.81,Cancelled
4857,71,Male,No,Tablet,SKU1002,3,Paypal,2470.3,247.03,10,27-09-2023,Express,"Impulse Item,Accessory",63.42,Cancelled
4857,71,Male,Yes,Smartwatch,SKU1003,3,Debit Card,4224.15,844.83,5,01-03-2024,Overnight,"Accessory,Impulse Item",60.86,Completed
4857,71,Male,No,Smartphone,SKU1004,2,Debit Card,5538.33,791.19,7,08-06-2024,Overnight,"Impulse Item,Extended Warranty,Extended Warranty",99.75,Cancelled
4858,39,Female,No,Smartwatch,SKU1003,3,Cash,5913.81,844.83,7,23-12-2023,Standard,"Impulse Item,Accessory,Impulse Item",93.92,Completed
4858,39,Female,No,Smartphone,SKU1001,5,Cash,20.75,20.75,1,06-10-2024,Overnight,,0,Cancelled
4859,49,Female,No,Tablet,SKU1002,3,Cash,2470.3,247.03,10,30-10-2023,Overnight,Impulse Item,39.69,Completed
4859,49,Female,No,Smartphone,SKU1001,5,Cash,124.5,20.75,6,02-05-2024,Standard,,0,Completed
4862,62,Female,No,Smartwatch,SKU1003,3,Cash,844.83,844.83,1,17-02-2024,Overnight,Extended Warranty,32.18,Cancelled
4863,73,Male,No,Smartwatch,SKU1003,3,Debit Card,5913.81,844.83,7,06-11-2024,Express,Impulse Item,14.11,Completed
4864,78,Male,No,Tablet,SKU1002,3,Debit Card,2470.3,247.03,10,15-01-2024,Overnight,"Impulse Item,Accessory",63.61,Completed
4864,78,Male,Yes,Smartwatch,SKU1003,3,Debit Card,8448.3,844.83,10,17-02-2024,Express,"Impulse Item,Extended Warranty,Impulse Item",105.38,Cancelled
4864,78,Male,No,Tablet,SKU1002,3,Credit Card,494.06,247.03,2,27-06-2024,Express,,0,Completed
4865,18,Male,No,Tablet,SKU1002,3,Paypal,2470.3,247.03,10,19-11-2023,Standard,"Accessory,Extended Warranty",56.97,Completed
4865,18,Male,Yes,Smartphone,SKU1001,5,Paypal,166,20.75,8,25-05-2024,Express,"Extended Warranty,Impulse Item,Extended Warranty",94.51,Completed
4866,56,Female,No,Smartwatch,SKU1003,3,Cash,4224.15,844.83,5,01-11-2024,Overnight,"Impulse Item,Accessory,Accessory",31.69,Completed
4866,56,Female,No,Smartphone,SKU1001,5,Paypal,62.25,20.75,3,02-03-2024,Express,,0,Cancelled
4867,19,Male,No,Smartwatch,SKU1003,3,Cash,5068.98,844.83,6,28-11-2023,Standard,Extended Warranty,6.11,Completed
4867,19,Male,Yes,Smartphone,SKU1001,5,Cash,20.75,20.75,1,28-01-2024,Express,"Impulse Item,Extended Warranty,Impulse Item",95.76,Completed
4867,19,Male,No,Smartphone,SKU1001,5,Cash,124.5,20.75,6,20-05-2024,Standard,"Accessory,Extended Warranty",53.57,Completed
4867,19,Male,No,Laptop,SKU1005,3,Cash,463.96,463.96,1,09-02-2024,Overnight,Accessory,19.41,Cancelled
4868,80,Male,No,Laptop,SKU1005,3,Credit Card,3711.68,463.96,8,14-01-2024,Standard,"Extended Warranty,Extended Warranty,Accessory",108.79,Completed
4869,30,Male,No,Smartwatch,SKU1003,3,Paypal,5913.81,844.83,7,29-11-2023,Standard,,0,Cancelled
4870,57,Female,No,Laptop,SKU1005,3,Paypal,1391.88,463.96,3,02-06-2024,Overnight,,0,Cancelled
4871,56,Male,No,Smartwatch,SKU1003,3,Cash,3379.32,844.83,4,14-02-2024,Standard,"Extended Warranty,Impulse Item",73.85,Completed
4872,80,Male,No,Smartwatch,SKU1003,3,Cash,7603.47,844.83,9,26-02-2024,Express,,0,Completed
4873,75,Male,No,Laptop,SKU1005,3,Paypal,1855.84,463.96,4,03-06-2024,Standard,"Extended Warranty,Accessory,Impulse Item",89.94,Completed
4874,58,Male,No,Smartphone,SKU1001,5,Debit Card,145.25,20.75,7,17-10-2023,Overnight,,0,Completed
4876,75,Female,No,Laptop,SKU1005,3,Paypal,3247.72,463.96,7,03-10-2024,Express,"Impulse Item,Extended Warranty,Extended Warranty",112.1,Cancelled
4876,75,Female,No,Smartphone,SKU1001,5,Credit Card,103.75,20.75,5,13-06-2024,Express,"Impulse Item,Accessory",44.54,Completed
4876,75,Female,No,Smartphone,SKU1004,2,Cash,7911.9,791.19,10,24-07-2024,Standard,"Impulse Item,Accessory,Accessory",96.22,Completed
4877,35,Female,Yes,Smartphone,SKU1001,5,Cash,62.25,20.75,3,14-12-2023,Overnight,"Extended Warranty,Extended Warranty,Accessory",66.48,Cancelled
4878,64,Male,No,Smartwatch,SKU1003,3,Paypal,1689.66,844.83,2,23-12-2023,Standard,Accessory,9.18,Completed
4878,64,Male,Yes,Smartphone,SKU1001,5,Cash,41.5,20.75,2,16-01-2024,Express,"Accessory,Impulse Item,Impulse Item",61.75,Completed
4879,27,Female,No,Smartwatch,SKU1003,3,Credit Card,1689.66,844.83,2,13-08-2024,Express,"Accessory,Accessory",48.32,Completed
4881,35,Female,No,Smartphone,SKU1004,2,Cash,3955.95,791.19,5,27-07-2024,Overnight,Impulse Item,19.33,Completed
4881,35,Female,Yes,Laptop,SKU1005,3,Credit Card,1855.84,463.96,4,09-12-2024,Express,,0,Completed
4883,75,Female,No,Laptop,SKU1005,3,Cash,463.96,463.96,1,11-03-2023,Express,Accessory,42.83,Completed
4883,75,Female,No,Smartphone,SKU1004,2,Debit Card,2373.57,791.19,3,01-03-2024,Express,"Impulse Item,Extended Warranty,Accessory",53.2,Completed
4883,75,Female,No,Smartphone,SKU1004,2,Cash,1582.38,791.19,2,16-07-2024,Express,,0,Completed
4884,41,Female,Yes,Smartwatch,SKU1003,3,Debit Card,2534.49,844.83,3,14-03-2024,Standard,,0,Completed
4885,48,Male,No,Smartphone,SKU1001,5,Credit Card,20.75,20.75,1,24-11-2023,Overnight,Extended Warranty,47.42,Completed
4885,48,Male,Yes,Smartwatch,SKU1003,3,Credit Card,2534.49,844.83,3,14-01-2024,Overnight,"Impulse Item,Impulse Item",49.56,Completed
4885,48,Male,Yes,Tablet,SKU1002,3,Cash,1482.18,247.03,6,20-03-2024,Standard,"Accessory,Extended Warranty",25.82,Completed
4886,35,Male,No,Tablet,SKU1002,3,Paypal,741.09,247.03,3,05-09-2024,Overnight,"Accessory,Accessory,Impulse Item",64.76,Cancelled
4888,48,Female,No,Smartphone,SKU1001,5,Debit Card,62.25,20.75,3,24-11-2023,Overnight,"Impulse Item,Impulse Item,Impulse Item",87.12,Cancelled
4889,27,Female,No,Smartphone,SKU1001,5,Cash,41.5,20.75,2,22-11-2023,Express,"Accessory,Accessory",32.86,Cancelled
4889,27,Female,No,Smartwatch,SKU1003,3,Credit Card,5068.98,844.83,6,08-09-2024,Standard,Impulse Item,42.2,Completed
4890,76,Female,No,Smartwatch,SKU1003,3,Paypal,4224.15,844.83,5,12-08-2023,Overnight,"Impulse Item,Accessory,Accessory",104.26,Completed
4890,76,Female,No,Smartwatch,SKU1003,3,Credit Card,5913.81,844.83,7,02-12-2024,Standard,Impulse Item,29.81,Completed
4891,54,Male,Yes,Laptop,SKU1005,3,Paypal,2783.76,463.96,6,28-08-2024,Express,,0,Completed
4892,65,Female,No,Smartphone,SKU1001,5,Paypal,207.5,20.75,10,03-09-2024,Express,"Extended Warranty,Accessory,Impulse Item",78.69,Completed
4892,65,Female,No,Smartphone,SKU1001,5,Paypal,20.75,20.75,1,27-07-2024,Express,"Accessory,Extended Warranty",28.59,Completed
4892,65,Female,No,Smartphone,SKU1001,5,Cash,166,20.75,8,09-09-2024,Express,,0,Completed
4893,35,Male,No,Smartphone,SKU1004,2,Cash,7911.9,791.19,10,28-01-2024,Express,Accessory,30.68,Completed
4895,63,Female,No,Tablet,SKU1002,3,Paypal,1976.24,247.03,8,24-10-2023,Overnight,"Extended Warranty,Impulse Item,Extended Warranty",71.48,Completed
4897,20,Male,Yes,Smartphone,SKU1001,5,Cash,186.75,20.75,9,17-02-2024,Standard,"Extended Warranty,Impulse Item,Accessory",115.5,Completed
4899,37,Male,No,Laptop,SKU1005,3,Debit Card,927.92,463.96,2,16-11-2023,Standard,Accessory,30.43,Completed
4899,37,Male,No,Smartphone,SKU1001,5,Credit Card,186.75,20.75,9,13-01-2024,Express,Impulse Item,31.62,Completed
4899,37,Male,No,Smartphone,SKU1004,2,Debit Card,3164.76,791.19,4,28-05-2024,Overnight,"Extended Warranty,Extended Warranty",46.36,Cancelled
4902,47,Male,No,Smartphone,SKU1001,5,Paypal,145.25,20.75,7,28-03-2024,Overnight,"Extended Warranty,Accessory,Accessory",27,Completed
4902,47,Male,No,Smartphone,SKU1004,2,Debit Card,1582.38,791.19,2,23-09-2024,Overnight,Impulse Item,40.38,Cancelled
4903,33,Male,No,Tablet,SKU1002,3,Credit Card,494.06,247.03,2,01-12-2024,Express,"Extended Warranty,Extended Warranty,Accessory",96.24,Cancelled
4903,33,Male,No,Laptop,SKU1005,3,Paypal,1855.84,463.96,4,24-06-2024,Standard,Extended Warranty,45.16,Completed
4903,33,Male,No,Tablet,SKU1002,3,Cash,247.03,247.03,1,07-08-2024,Standard,"Accessory,Extended Warranty",58.7,Completed
4904,32,Male,No,Laptop,SKU1005,3,Credit Card,4175.64,463.96,9,07-07-2024,Express,Extended Warranty,14.79,Completed
4905,80,Male,No,Smartwatch,SKU1003,3,Paypal,5068.98,844.83,6,01-11-2024,Overnight,"Accessory,Accessory,Impulse Item",98.2,Completed
4906,45,Male,No,Laptop,SKU1005,3,Debit Card,1391.88,463.96,3,25-08-2024,Standard,"Accessory,Impulse Item",84.12,Completed
4908,57,Female,Yes,Smartwatch,SKU1003,3,Debit Card,8448.3,844.83,10,24-10-2023,Express,Extended Warranty,36.54,Cancelled
4908,57,Female,No,Smartphone,SKU1004,2,Paypal,7120.71,791.19,9,13-06-2024,Standard,"Accessory,Extended Warranty",54.83,Completed
4909,46,Male,No,Smartphone,SKU1004,2,Cash,4747.14,791.19,6,10-07-2023,Overnight,Accessory,40.94,Completed
4909,46,Male,No,Laptop,SKU1005,3,Credit Card,1391.88,463.96,3,02-12-2024,Express,"Impulse Item,Accessory,Extended Warranty",109.29,Completed
4909,46,Male,No,Tablet,SKU1002,3,Credit Card,2470.3,247.03,10,22-03-2024,Standard,"Extended Warranty,Extended Warranty,Extended Warranty",76.81,Completed
4910,77,Female,No,Smartphone,SKU1001,5,Credit Card,20.75,20.75,1,13-11-2023,Overnight,Accessory,14.78,Completed
4910,77,Female,No,Tablet,SKU1002,3,Paypal,247.03,247.03,1,03-01-2024,Standard,Accessory,9.47,Cancelled
4910,77,Female,No,Smartphone,SKU1004,2,Debit Card,5538.33,791.19,7,28-06-2024,Standard,"Extended Warranty,Accessory,Accessory",112.73,Completed
4910,77,Female,No,Laptop,SKU1005,3,Cash,4639.6,463.96,10,23-09-2024,Standard,Impulse Item,5.66,Cancelled
4911,53,Female,No,Smartphone,SKU1004,2,Cash,4747.14,791.19,6,10-06-2023,Standard,,0,Completed
4911,53,Female,No,Smartphone,SKU1004,2,Debit Card,6329.52,791.19,8,02-11-2024,Standard,Accessory,31.26,Completed
4911,53,Female,No,Tablet,SKU1002,3,Credit Card,494.06,247.03,2,26-06-2024,Express,,0,Completed
4912,72,Female,No,Smartphone,SKU1004,2,Credit Card,7911.9,791.19,10,15-03-2024,Express,Extended Warranty,18.96,Completed
4913,33,Female,Yes,Smartwatch,SKU1003,3,Cash,8448.3,844.83,10,02-07-2024,Express,"Accessory,Extended Warranty,Accessory",78.36,Completed
4914,74,Male,No,Smartwatch,SKU1003,3,Debit Card,3379.32,844.83,4,24-09-2023,Overnight,"Impulse Item,Impulse Item,Extended Warranty",106.12,Completed
4915,39,Female,Yes,Laptop,SKU1005,3,Credit Card,3711.68,463.96,8,10-08-2023,Overnight,"Extended Warranty,Extended Warranty,Impulse Item",85.02,Completed
4915,39,Female,No,Smartwatch,SKU1003,3,Cash,6758.64,844.83,8,17-04-2024,Express,Accessory,48.33,Completed
4915,39,Female,No,Smartphone,SKU1001,5,Cash,207.5,20.75,10,27-06-2024,Standard,Extended Warranty,37.3,Completed
4917,43,Male,No,Tablet,SKU1002,3,Paypal,1482.18,247.03,6,09-11-2024,Overnight,,0,Completed
4918,70,Female,Yes,Laptop,SKU1005,3,Credit Card,927.92,463.96,2,31-05-2024,Overnight,"Accessory,Accessory",75.38,Completed
4919,61,Male,No,Smartphone,SKU1001,5,Paypal,62.25,20.75,3,01-08-2024,Standard,Impulse Item,14.41,Completed
4919,61,Male,No,Smartphone,SKU1001,5,Cash,41.5,20.75,2,06-12-2024,Standard,"Accessory,Impulse Item,Extended Warranty",63.32,Cancelled
4920,22,Male,No,Smartphone,SKU1001,5,Credit Card,103.75,20.75,5,23-11-2023,Express,"Impulse Item,Extended Warranty",44.72,Cancelled
4920,22,Male,Yes,Laptop,SKU1005,3,Paypal,4175.64,463.96,9,23-06-2024,Standard,Extended Warranty,46.03,Cancelled
4920,22,Male,No,Laptop,SKU1005,3,Credit Card,4639.6,463.96,10,09-05-2024,Standard,"Extended Warranty,Extended Warranty",48.6,Completed
4921,28,Female,Yes,Laptop,SKU1005,3,Credit Card,3247.72,463.96,7,14-12-2023,Overnight,Accessory,9.31,Completed
4922,78,Female,No,Smartwatch,SKU1003,3,Cash,8448.3,844.83,10,01-12-2024,Express,,0,Completed
4922,78,Female,No,Tablet,SKU1002,3,Debit Card,988.12,247.03,4,13-05-2024,Standard,"Accessory,Impulse Item,Impulse Item",97.18,Completed
4922,78,Female,No,Tablet,SKU1002,3,Debit Card,1729.21,247.03,7,16-06-2024,Express,"Impulse Item,Extended Warranty,Impulse Item",71.33,Completed
4923,75,Male,No,Laptop,SKU1005,3,Paypal,463.96,463.96,1,31-05-2024,Express,,0,Completed
4924,64,Female,No,Tablet,SKU1002,3,Paypal,494.06,247.03,2,03-11-2024,Express,,0,Completed
4926,32,Male,No,Laptop,SKU1005,3,Debit Card,4175.64,463.96,9,23-04-2024,Standard,Extended Warranty,40.04,Cancelled
4928,77,Female,Yes,Smartphone,SKU1004,2,Paypal,7120.71,791.19,9,22-01-2024,Express,"Impulse Item,Accessory",34.88,Cancelled
4930,37,Male,No,Laptop,SKU1005,3,Paypal,2783.76,463.96,6,17-03-2024,Express,"Extended Warranty,Extended Warranty",31.3,Completed
4930,37,Male,No,Smartphone,SKU1004,2,Cash,7120.71,791.19,9,04-03-2024,Overnight,"Accessory,Impulse Item,Accessory",119.09,Completed
4931,24,Male,No,Tablet,SKU1002,3,Credit Card,741.09,247.03,3,19-11-2023,Standard,"Impulse Item,Extended Warranty",27.74,Completed
4932,80,Female,No,Smartphone,SKU1001,5,Cash,20.75,20.75,1,16-10-2023,Express,Extended Warranty,21.48,Cancelled
4933,38,Male,Yes,Smartphone,SKU1001,5,Cash,62.25,20.75,3,16-10-2023,Overnight,Impulse Item,36.86,Cancelled
4933,38,Male,No,Laptop,SKU1005,3,Debit Card,4639.6,463.96,10,21-05-2024,Standard,Impulse Item,9.79,Completed
4933,38,Male,No,Smartphone,SKU1001,5,Debit Card,124.5,20.75,6,31-07-2024,Express,,0,Completed
4934,70,Male,No,Tablet,SKU1002,3,Cash,247.03,247.03,1,14-12-2023,Overnight,"Extended Warranty,Accessory",91.72,Completed
4935,50,Female,Yes,Smartphone,SKU1004,2,Cash,7120.71,791.19,9,16-09-2024,Standard,Extended Warranty,17.27,Completed
4937,35,Male,No,Laptop,SKU1005,3,Debit Card,4639.6,463.96,10,27-10-2023,Overnight,,0,Completed
4937,35,Male,No,Tablet,SKU1002,3,Debit Card,2223.27,247.03,9,02-03-2024,Express,,0,Completed
4937,35,Male,Yes,Smartphone,SKU1001,5,Paypal,145.25,20.75,7,19-06-2024,Overnight,Accessory,31.64,Cancelled
4938,61,Female,No,Smartphone,SKU1004,2,Credit Card,3164.76,791.19,4,21-04-2024,Overnight,,0,Cancelled
4938,61,Female,No,Tablet,SKU1002,3,Credit Card,1976.24,247.03,8,19-05-2024,Express,,0,Completed
4939,36,Female,Yes,Smartwatch,SKU1003,3,Debit Card,1689.66,844.83,2,29-10-2023,Overnight,"Extended Warranty,Impulse Item",53.6,Completed
4939,36,Female,No,Laptop,SKU1005,3,Paypal,4175.64,463.96,9,13-11-2023,Standard,Extended Warranty,31.63,Cancelled
4939,36,Female,No,Smartphone,SKU1004,2,Credit Card,3164.76,791.19,4,24-12-2023,Standard,"Accessory,Impulse Item,Extended Warranty",120.51,Completed
4941,74,Male,Yes,Tablet,SKU1002,3,Paypal,2470.3,247.03,10,23-01-2024,Express,"Impulse Item,Extended Warranty",84.24,Cancelled
4941,74,Male,Yes,Laptop,SKU1005,3,Paypal,2783.76,463.96,6,27-07-2024,Overnight,Extended Warranty,11.57,Completed
4942,61,Female,Yes,Smartwatch,SKU1003,3,Cash,844.83,844.83,1,15-02-2024,Standard,"Impulse Item,Extended Warranty,Extended Warranty",106,Completed
4943,39,Male,No,Tablet,SKU1002,3,Cash,1976.24,247.03,8,10-04-2023,Express,,0,Completed
4943,39,Male,Yes,Smartwatch,SKU1003,3,Cash,844.83,844.83,1,16-07-2024,Express,"Accessory,Extended Warranty,Accessory",93.3,Completed
4944,64,Male,No,Smartphone,SKU1004,2,Credit Card,6329.52,791.19,8,13-03-2024,Express,,0,Cancelled
4946,19,Male,No,Smartphone,SKU1004,2,Paypal,791.19,791.19,1,21-04-2024,Standard,"Extended Warranty,Impulse Item",79.4,Completed
4947,26,Female,No,Smartwatch,SKU1003,3,Paypal,5068.98,844.83,6,04-05-2024,Overnight,Impulse Item,7.6,Completed
4947,26,Female,No,Tablet,SKU1002,3,Credit Card,247.03,247.03,1,08-01-2024,Express,Extended Warranty,31.82,Completed
4949,66,Male,No,Tablet,SKU1002,3,Paypal,1482.18,247.03,6,27-11-2023,Express,Extended Warranty,26.28,Cancelled
4950,50,Female,No,Smartwatch,SKU1003,3,Debit Card,3379.32,844.83,4,11-08-2023,Express,"Impulse Item,Impulse Item,Impulse Item",136.71,Cancelled
4950,50,Female,No,Smartwatch,SKU1003,3,Debit Card,8448.3,844.83,10,21-01-2024,Overnight,,0,Cancelled
4950,50,Female,No,Smartphone,SKU1004,2,Paypal,2373.57,791.19,3,25-03-2024,Standard,Accessory,26.65,Completed
4951,26,Female,No,Laptop,SKU1005,3,Credit Card,927.92,463.96,2,01-12-2024,Express,"Extended Warranty,Accessory,Extended Warranty",67.23,Completed
4952,59,Female,No,Smartwatch,SKU1003,3,Cash,1689.66,844.83,2,27-06-2024,Express,"Extended Warranty,Accessory",95.03,Completed
4952,59,Female,No,Smartwatch,SKU1003,3,Paypal,5913.81,844.83,7,08-05-2024,Standard,,0,Completed
4953,45,Female,Yes,Smartphone,SKU1001,5,Debit Card,124.5,20.75,6,30-03-2024,Overnight,,0,Cancelled
4954,21,Female,No,Smartwatch,SKU1003,3,Cash,6758.64,844.83,8,18-06-2024,Overnight,"Extended Warranty,Extended Warranty",13.02,Completed
4955,47,Female,No,Smartphone,SKU1001,5,Cash,83,20.75,4,20-01-2024,Express,,0,Cancelled
4955,47,Female,No,Laptop,SKU1005,3,Paypal,3247.72,463.96,7,08-08-2024,Express,"Accessory,Impulse Item,Extended Warranty",92.87,Cancelled
4956,36,Female,No,Smartphone,SKU1004,2,Debit Card,1582.38,791.19,2,27-11-2023,Standard,,0,Cancelled
4956,36,Female,No,Laptop,SKU1005,3,Credit Card,1391.88,463.96,3,24-06-2024,Standard,"Extended Warranty,Extended Warranty,Impulse Item",118.19,Completed
4957,36,Male,No,Tablet,SKU1002,3,Paypal,988.12,247.03,4,10-12-2023,Express,,0,Cancelled
4957,36,Male,No,Smartphone,SKU1001,5,Debit Card,83,20.75,4,22-12-2023,Express,"Accessory,Impulse Item,Accessory",38.47,Cancelled
4957,36,Male,No,Laptop,SKU1005,3,Cash,1391.88,463.96,3,16-09-2024,Overnight,Impulse Item,17.97,Completed
4958,33,Male,Yes,Tablet,SKU1002,3,Debit Card,1976.24,247.03,8,25-09-2023,Express,,0,Completed
4958,33,Male,No,Laptop,SKU1005,3,Paypal,1855.84,463.96,4,29-03-2024,Express,Accessory,47.08,Cancelled
4959,28,Male,Yes,Tablet,SKU1002,3,Credit Card,1976.24,247.03,8,20-03-2024,Express,"Impulse Item,Accessory,Impulse Item",58.55,Completed
4960,67,Female,No,Tablet,SKU1002,3,Debit Card,1976.24,247.03,8,28-02-2024,Standard,,0,Completed
4962,73,Male,No,Smartwatch,SKU1003,3,Cash,8448.3,844.83,10,28-04-2024,Standard,"Accessory,Impulse Item,Extended Warranty",54.51,Completed
4963,41,Male,No,Smartphone,SKU1004,2,Cash,3955.95,791.19,5,19-05-2024,Overnight,,0,Completed
4963,41,Male,No,Smartwatch,SKU1003,3,Credit Card,8448.3,844.83,10,16-07-2024,Overnight,,0,Completed
4963,41,Male,No,Smartwatch,SKU1003,3,Debit Card,1689.66,844.83,2,08-02-2024,Overnight,,0,Completed
4964,51,Male,No,Tablet,SKU1002,3,Cash,1976.24,247.03,8,21-07-2024,Standard,"Impulse Item,Impulse Item",84.57,Cancelled
4965,40,Female,No,Smartwatch,SKU1003,3,Debit Card,3379.32,844.83,4,10-03-2023,Standard,"Impulse Item,Accessory",83.7,Cancelled
4966,54,Female,Yes,Smartwatch,SKU1003,3,Paypal,4224.15,844.83,5,03-01-2024,Overnight,Impulse Item,43.85,Completed
4967,44,Female,No,Smartphone,SKU1004,2,Debit Card,7120.71,791.19,9,28-01-2024,Express,,0,Completed
4967,44,Female,No,Smartwatch,SKU1003,3,Cash,3379.32,844.83,4,03-07-2024,Overnight,"Accessory,Extended Warranty,Impulse Item",86.4,Cancelled
4968,53,Female,Yes,Smartphone,SKU1004,2,Paypal,5538.33,791.19,7,25-09-2023,Standard,,0,Cancelled
4968,53,Female,No,Tablet,SKU1002,3,Credit Card,2470.3,247.03,10,15-09-2024,Standard,,0,Cancelled
4970,39,Female,No,Smartphone,SKU1001,5,Credit Card,83,20.75,4,09-07-2024,Express,,0,Cancelled
4971,69,Male,Yes,Laptop,SKU1005,3,Paypal,3247.72,463.96,7,11-12-2023,Standard,,0,Cancelled
4971,69,Male,Yes,Smartwatch,SKU1003,3,Cash,4224.15,844.83,5,17-01-2024,Overnight,"Accessory,Extended Warranty",32.93,Completed
4972,34,Female,No,Laptop,SKU1005,3,Cash,927.92,463.96,2,03-05-2024,Express,,0,Completed
4972,34,Female,Yes,Smartphone,SKU1004,2,Paypal,7911.9,791.19,10,07-08-2024,Standard,"Impulse Item,Impulse Item",66.47,Completed
4973,20,Female,No,Laptop,SKU1005,3,Debit Card,3247.72,463.96,7,10-01-2023,Express,Impulse Item,26.06,Completed
4973,20,Female,No,Smartphone,SKU1001,5,Credit Card,62.25,20.75,3,06-08-2024,Express,Impulse Item,35.19,Completed
